date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2021-05-25,ZG,798,127642,66168,0.63,0.81,51.84,1036,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-26,ZG,1195,127642,67363,0.94,0.83,52.77,1053.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-27,ZG,1212,127642,68575,0.95,0.84,53.72,1073.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-28,ZG,1426,127642,70001,1.12,0.91,54.84,1163.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-29,ZG,1088,127642,71089,0.85,1.01,55.69,1283.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-30,ZG,1014,127642,72103,0.79,1.04,56.49,1331.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-31,ZG,1409,127642,73512,1.1,1.04,57.59,1327.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-01,ZG,1643,127642,75155,1.29,1.05,58.88,1338.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-02,ZG,1527,127642,76682,1.2,1.08,60.08,1375.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-03,ZG,1183,127642,77865,0.93,1.1,61,1408.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-04,ZG,1503,127642,79368,1.18,1.1,62.18,1405.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-05,ZG,1352,127642,80720,1.06,1.07,63.24,1368.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-06,ZG,1241,127642,81961,0.97,1.07,64.21,1358.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-07,ZG,1391,127642,83352,1.09,NA,65.3,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-08,ZG,1385,127642,84737,1.09,NA,66.39,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-09,ZG,1456,127642,86193,1.14,NA,67.53,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-22,ZH,0,1539275,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-23,ZH,0,1539275,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-24,ZH,0,1539275,0,0,NA,0,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-25,ZH,0,1539275,0,0,0,0,0,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-26,ZH,0,1539275,0,0,0,0,0.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-27,ZH,0,1539275,0,0,0,0,0.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-28,ZH,0,1539275,0,0,0,0,0.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-29,ZH,1,1539275,1,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-30,ZH,0,1539275,1,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2020-12-31,ZH,0,1539275,1,0,0,0,0.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-01,ZH,1,1539275,2,0,0,0,11.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-02,ZH,0,1539275,2,0,0.01,0,68.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-03,ZH,0,1539275,2,0,0.01,0,126.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-04,ZH,80,1539275,82,0.01,0.01,0.01,183.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-05,ZH,398,1539275,480,0.03,0.02,0.03,239.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-06,ZH,406,1539275,886,0.03,0.02,0.06,277.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-07,ZH,399,1539275,1285,0.03,0.02,0.08,277.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-08,ZH,396,1539275,1681,0.03,0.03,0.11,348.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-09,ZH,265,1539275,1946,0.02,0.03,0.13,384.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-10,ZH,0,1539275,1946,0,0.03,0.13,436,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-11,ZH,576,1539275,2522,0.04,0.03,0.16,480,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-12,ZH,651,1539275,3173,0.04,0.04,0.21,524.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-13,ZH,765,1539275,3938,0.05,0.04,0.26,544,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-14,ZH,707,1539275,4645,0.05,0.04,0.3,544.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-15,ZH,709,1539275,5354,0.05,0.04,0.35,611.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-16,ZH,400,1539275,5754,0.03,0.06,0.37,872.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-17,ZH,1,1539275,5755,0,0.1,0.37,1455.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-18,ZH,1045,1539275,6800,0.07,0.14,0.44,2185.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-19,ZH,2481,1539275,9281,0.16,0.18,0.6,2729.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-20,ZH,4845,1539275,14126,0.31,0.18,0.92,2839.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-21,ZH,5818,1539275,19944,0.38,0.18,1.3,2842.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-22,ZH,4517,1539275,24461,0.29,0.19,1.59,2951.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-23,ZH,1168,1539275,25629,0.08,0.2,1.67,3091.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-24,ZH,26,1539275,25655,0,0.21,1.67,3146.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-25,ZH,1805,1539275,27460,0.12,0.2,1.78,3068.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-26,ZH,3464,1539275,30924,0.23,0.16,2.01,2423.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-27,ZH,5226,1539275,36150,0.34,0.15,2.35,2256.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-28,ZH,5274,1539275,41424,0.34,0.15,2.69,2252.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-29,ZH,0,1539275,41424,0,0.15,2.69,2312.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-30,ZH,0,1539275,41424,0,0.14,2.69,2162.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-31,ZH,0,1539275,41424,0,0.11,2.69,1764.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-01,ZH,2223,1539275,43647,0.14,0.09,2.84,1343.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-02,ZH,2413,1539275,46060,0.16,0.11,2.99,1711.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-03,ZH,2440,1539275,48500,0.16,0.12,3.15,1776.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-04,ZH,2330,1539275,50830,0.15,0.12,3.3,1792.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-05,ZH,2574,1539275,53404,0.17,0.11,3.47,1681.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-06,ZH,457,1539275,53861,0.03,0.13,3.5,1928.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-07,ZH,113,1539275,53974,0.01,0.17,3.51,2548.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-08,ZH,1444,1539275,55418,0.09,0.21,3.6,3201.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-09,ZH,4140,1539275,59558,0.27,0.24,3.87,3698.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-10,ZH,6779,1539275,66337,0.44,0.25,4.31,3887.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-11,ZH,6902,1539275,73239,0.45,0.25,4.76,3871.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-12,ZH,6054,1539275,79293,0.39,0.26,5.15,3935.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-13,ZH,1778,1539275,81071,0.12,0.25,5.27,3793.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-14,ZH,4,1539275,81075,0,0.22,5.27,3382.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-15,ZH,1894,1539275,82969,0.12,0.19,5.39,2971.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-16,ZH,3145,1539275,86114,0.2,0.17,5.59,2576.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-17,ZH,3900,1539275,90014,0.25,0.16,5.85,2482.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-18,ZH,4023,1539275,94037,0.26,0.16,6.11,2485.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-19,ZH,3292,1539275,97329,0.21,0.16,6.32,2474,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-20,ZH,1121,1539275,98450,0.07,0.16,6.4,2427.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-21,ZH,25,1539275,98475,0,0.16,6.4,2414.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-22,ZH,1812,1539275,100287,0.12,0.16,6.52,2510,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-23,ZH,2822,1539275,103109,0.18,0.17,6.7,2626.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-24,ZH,3808,1539275,106917,0.25,0.17,6.95,2671.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-25,ZH,4690,1539275,111607,0.3,0.17,7.25,2672.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-26,ZH,4110,1539275,115717,0.27,0.17,7.52,2681.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-27,ZH,1432,1539275,117149,0.09,0.18,7.61,2742.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-02-28,ZH,32,1539275,117181,0,0.19,7.61,2955.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-01,ZH,1875,1539275,119056,0.12,0.19,7.73,3016.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-02,ZH,3250,1539275,122306,0.21,0.2,7.95,3140.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-03,ZH,5299,1539275,127605,0.34,0.19,8.29,3008,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-04,ZH,5117,1539275,132722,0.33,0.19,8.62,3008.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-05,ZH,4979,1539275,137701,0.32,0.2,8.95,3185.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-06,ZH,504,1539275,138205,0.03,0.21,8.98,3333.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-07,ZH,36,1539275,138241,0,0.21,8.98,3242.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-08,ZH,3111,1539275,141352,0.2,0.21,9.18,3268.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-09,ZH,4291,1539275,145643,0.28,0.2,9.46,3096.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-10,ZH,4659,1539275,150302,0.3,0.2,9.76,3120.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-11,ZH,5302,1539275,155604,0.34,0.2,10.11,3137.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-12,ZH,3774,1539275,159378,0.25,0.19,10.35,2938.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-13,ZH,673,1539275,160051,0.04,0.19,10.4,2968,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-14,ZH,150,1539275,160201,0.01,0.22,10.41,3412.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-15,ZH,1721,1539275,161922,0.11,0.24,10.52,3678.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-16,ZH,4497,1539275,166419,0.29,0.26,10.81,3988.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-17,ZH,7773,1539275,174192,0.5,0.27,11.32,4114.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-18,ZH,7159,1539275,181351,0.47,0.27,11.78,4095.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-19,ZH,5944,1539275,187295,0.39,0.27,12.17,4183,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-20,ZH,1557,1539275,188852,0.1,0.26,12.27,4079.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-21,ZH,17,1539275,188869,0,0.22,12.27,3393.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-22,ZH,2334,1539275,191203,0.15,0.18,12.42,2731.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-23,ZH,3771,1539275,194974,0.24,0.15,12.67,2386.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-24,ZH,2974,1539275,197948,0.19,0.16,12.86,2534.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-25,ZH,2521,1539275,200469,0.16,0.16,13.02,2560.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-26,ZH,3531,1539275,204000,0.23,0.18,13.25,2765,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-27,ZH,2594,1539275,206594,0.17,0.19,13.42,2964.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-28,ZH,199,1539275,206793,0.01,0.21,13.43,3188.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-29,ZH,3765,1539275,210558,0.24,0.22,13.68,3411,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-30,ZH,5167,1539275,215725,0.34,0.19,14.01,2919.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-03-31,ZH,4540,1539275,220265,0.29,0.17,14.31,2561.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-01,ZH,4081,1539275,224346,0.27,0.17,14.57,2534,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-02,ZH,92,1539275,224438,0.01,0.13,14.58,2001,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-03,ZH,88,1539275,224526,0.01,0.14,14.59,2069.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-04,ZH,5,1539275,224531,0,0.16,14.59,2497.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-05,ZH,34,1539275,224565,0,0.21,14.59,3220.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-06,ZH,5645,1539275,230210,0.37,0.28,14.96,4263.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-07,ZH,7536,1539275,237746,0.49,0.31,15.45,4707.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-08,ZH,9142,1539275,246888,0.59,0.31,16.04,4726.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-09,ZH,7397,1539275,254285,0.48,0.38,16.52,5797.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-10,ZH,3191,1539275,257476,0.21,0.42,16.73,6394.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-11,ZH,141,1539275,257617,0.01,0.46,16.74,7006.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-12,ZH,7529,1539275,265146,0.49,0.48,17.23,7320.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-13,ZH,9824,1539275,274970,0.64,0.51,17.86,7864.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-14,ZH,11824,1539275,286794,0.77,0.53,18.63,8126,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-15,ZH,11335,1539275,298129,0.74,0.53,19.37,8158.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-16,ZH,11208,1539275,309337,0.73,0.55,20.1,8445.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-17,ZH,5021,1539275,314358,0.33,0.57,20.42,8742,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-18,ZH,371,1539275,314729,0.02,0.57,20.45,8830.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-19,ZH,9538,1539275,324267,0.62,0.59,21.07,9126.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-20,ZH,11897,1539275,336164,0.77,0.59,21.84,9152,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-21,ZH,12445,1539275,348609,0.81,0.58,22.65,9006.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-22,ZH,13407,1539275,362016,0.87,0.58,23.52,8993.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-23,ZH,11385,1539275,373401,0.74,0.58,24.26,8968.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-24,ZH,4001,1539275,377402,0.26,0.59,24.52,9139.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-25,ZH,282,1539275,377684,0.02,0.6,24.54,9157.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-26,ZH,9363,1539275,387047,0.61,0.58,25.14,8969.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-27,ZH,13095,1539275,400142,0.85,0.58,26,8862.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-28,ZH,12571,1539275,412713,0.82,0.56,26.81,8596.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-29,ZH,12088,1539275,424801,0.79,0.56,27.6,8558.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-04-30,ZH,10639,1539275,435440,0.69,0.58,28.29,8889.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-01,ZH,2140,1539275,437580,0.14,0.59,28.43,9044.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-02,ZH,16,1539275,437596,0,0.62,28.43,9522.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-03,ZH,11676,1539275,449272,0.76,0.67,29.19,10281.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-04,ZH,14184,1539275,463456,0.92,0.73,30.11,11218.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-05,ZH,15917,1539275,479373,1.03,0.76,31.14,11769,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-06,ZH,17400,1539275,496773,1.13,0.77,32.27,11814.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-07,ZH,17199,1539275,513972,1.12,0.8,33.39,12362.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-08,ZH,5991,1539275,519963,0.39,0.85,33.78,13105.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-09,ZH,336,1539275,520299,0.02,0.89,33.8,13691.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-10,ZH,15511,1539275,535810,1.01,0.8,34.81,12374.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-11,ZH,19387,1539275,555197,1.26,0.8,36.07,12260.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-12,ZH,20017,1539275,575214,1.3,0.8,37.37,12312.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-13,ZH,8180,1539275,583394,0.53,0.8,37.9,12323,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-14,ZH,16404,1539275,599798,1.07,0.82,38.97,12574.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-15,ZH,6355,1539275,606153,0.41,0.84,39.38,12926.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-16,ZH,407,1539275,606560,0.03,0.85,39.41,13146.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-17,ZH,17270,1539275,623830,1.12,0.99,40.53,15167.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-18,ZH,21851,1539275,645681,1.42,1.02,41.95,15758,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-19,ZH,21561,1539275,667242,1.4,1.02,43.35,15651.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-20,ZH,22326,1539275,689568,1.45,1.02,44.8,15722.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-21,ZH,20536,1539275,710104,1.33,0.96,46.13,14855.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-22,ZH,5610,1539275,715714,0.36,0.95,46.5,14692.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-23,ZH,906,1539275,716620,0.06,0.95,46.56,14662.57,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-24,ZH,11197,1539275,727817,0.73,0.94,47.28,14443.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-25,ZH,20712,1539275,748529,1.35,0.94,48.63,14395.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-26,ZH,21351,1539275,769880,1.39,0.94,50.02,14431,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-27,ZH,20794,1539275,790674,1.35,0.94,51.37,14381.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-28,ZH,20196,1539275,810870,1.31,1,52.68,15374.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-29,ZH,5861,1539275,816731,0.38,1,53.06,15431.71,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-30,ZH,558,1539275,817289,0.04,1.01,53.1,15570,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-05-31,ZH,18152,1539275,835441,1.18,1.04,54.27,15966.43,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-01,ZH,21110,1539275,856551,1.37,1.06,55.65,16377.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-02,ZH,22319,1539275,878870,1.45,1.18,57.1,18132.29,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-03,ZH,23569,1539275,902439,1.53,1.18,58.63,18151,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-04,ZH,23071,1539275,925510,1.5,1.22,60.13,18809.14,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-05,ZH,18147,1539275,943657,1.18,1.25,61.31,19235.86,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-06,ZH,689,1539275,944346,0.04,1.26,61.35,19437,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-07,ZH,22759,1539275,967105,1.48,NA,62.83,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-08,ZH,24097,1539275,991202,1.57,NA,64.39,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-06-09,ZH,23727,1539275,1014929,1.54,NA,65.94,NA,COVID19VaccDosesAdministered,2021-06-11_09-30-57,detailed
2021-01-24,OW,NA,37930,1866,NA,NA,4.92,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-01-25,OW,NA,37930,1866,NA,NA,4.92,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-01-26,OW,NA,37930,1866,NA,NA,4.92,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-01-27,OW,NA,37930,1866,NA,NA,4.92,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-01-28,OW,NA,37930,1866,NA,NA,4.92,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-01-29,OW,NA,37930,1866,NA,NA,4.92,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-01-30,OW,NA,37930,1866,NA,NA,4.92,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-01-31,OW,NA,37930,2156,NA,NA,5.68,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-02-01,OW,NA,37930,2156,NA,NA,5.68,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-02-02,OW,NA,37930,2156,NA,NA,5.68,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-02-03,OW,NA,37930,2156,NA,NA,5.68,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-02-04,OW,NA,37930,2156,NA,NA,5.68,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-02-05,OW,NA,37930,2156,NA,NA,5.68,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-02-06,OW,NA,37930,2156,NA,NA,5.68,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-02-07,OW,NA,37930,2156,NA,NA,5.68,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-02-08,OW,NA,37930,2156,NA,NA,5.68,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-02-09,OW,NA,37930,2156,NA,NA,5.68,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-02-10,OW,NA,37930,2066,NA,NA,5.45,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
2021-02-11,OW,NA,37930,2066,NA,NA,5.45,NA,COVID19VaccDosesAdministered,2021-06-09_23-59-00,summary
